statName交易,statName地图,经度差,纬度差,provName
双福北,,,,chongqing
德昌路德南,,,,jiangxi
泾川西,泾川西收费站,0.00537,0.00048,gansu
照金,,,,shaanxi
雅泸彝海,,,,sichuan
成自泸富加,,,,sichuan
成德南三台,,,,sichuan
胡集,胡集收费站,0.00642,0.006237,jiangsu
234省道建湖,,,,jiangsu
壶天,,,,hunan
穆棱,穆棱收费站,0.074944,0.220414,heilongjiang
东京城,东京城收费站,0.081634,0.520492,heilongjiang
永定新河,永定新河收费站,,,tianjin
武清北,武清北收费站,,,tianjin
宝坻东,宝坻东收费站,,,tianjin
沭阳,沭阳收费站,0.006722,0.005874,jiangsu
赣榆南,赣榆南收费站,0.006577,0.005663,jiangsu
311国道夹河,,,,jiangsu
巴城,巴城收费站,0.195934,0.072409,jiangsu
南县,南县收费站,,,hunan
方山,,,,yunnan
里雍,,,,guangxi
鹰瑞路北段白舍,,,,jiangxi
瑞寻路会昌,,,,jiangxi
欧里主线,,,,neimenggu
大林交接,,,,neimenggu
浸潭,浸潭收费站,0.446112,0.575478,guangdong
仙村,,,,guangdong
坂田,,,,guangdong
鱼窝头,,,,guangdong
外砂,外砂收费站,0.000026,0.000353,guangdong
高田,高田收费站,0.00555,0.002337,guangdong
埔边,埔边收费站,0.004873,0.002577,guangdong
荷坳,荷坳收费站,0.01457,0.009306,guangdong
宽沟,宽沟收费站,0.005865,0.001185,beijing
马驹桥西,马驹桥西收费站,0.005998,0.001099,beijing
杜家坎匝道,杜家坎匝道收费站,0.005731,0.001372,beijing
漷县,漷县收费站,0.006102,0.001056,beijing
店村,店村收费站,0.003653,0.001088,gansu
泉南闽赣,泉南闽赣收费站,,,fujian
厦门北,,,,fujian
惠安南,惠安南收费站,,,fujian
朋口,朋口收费站,,,fujian
宁上闽赣,,,,fujian
漳州,漳州收费站,,,fujian
黑鹰山主线,,,,neimenggu
和林格尔主线,,,,neimenggu
乌拉哈,,,,neimenggu
准兴G6互通,,,,neimenggu
高阳,高阳收费站,0.00685,0.019529,hebei
丁伙,丁伙收费站,0.006529,0.006469,jiangsu
凤凰,凤凰收费站,0.006318,0.005523,jiangsu
溧水开发区东,溧水开发区东收费站,0.02375,0.0147,jiangsu
丹阳新桥,,,,jiangsu
昆明西北,昆明西北收费站,0.007018,0.002485,yunnan
恐龙谷,恐龙谷收费站,0.00215,0.005559,yunnan
陆良南,陆良南收费站,0.003368,0.006186,yunnan
羊街,羊街收费站,0.28108,1.704663,yunnan
寻甸北,,,,yunnan
思茅北,,,,yunnan
白驹,白驹收费站,0.006541,0.005829,jiangsu
竹林,,,,guizhou
奎屯,奎屯收费站,0.002953,0.000962,xinjiang
合兴(沿德),,,,guizhou
牛心,牛心收费站,,,guizhou
龙岗,,,,guizhou
协和,,,,guizhou
马蹄,马蹄收费站,,,guizhou
坝草,坝草收费站,,,guizhou
都匀南,都匀南收费站,,,guizhou
紫云,紫云收费站,,,guizhou
剑河,剑河收费站,,,guizhou
桐林,桐林收费站,,,guizhou
旺隆,旺隆收费站,,,guizhou
阳山,阳山收费站,0.554993,1.176417,guangdong
更合西,更合西收费站,0.00004,0.00012,guangdong
同乐一,,,,guangdong
亭角,,,,guangdong
浅水,浅水收费站,0.004688,0.002519,guangdong
金台,金台收费站,0.00526,0.002851,guangdong
乐自长山,,,,sichuan
乐自荣县西,,,,sichuan
洋渡,,,,chongqing
上登,,,,yunnan
鹿邑西,鹿邑西收费站,,,henan
丁埠,丁埠收费站,0.006408,0.006382,anhui
寿光东,寿光东收费站,,,shandong
寿光西,寿光西收费站,,,shandong
木石,木石收费站,,,shandong
沂南北,沂南北收费站,,,shandong
即墨东,即墨东收费站,,,shandong
盐窝,,,,shandong
定陶,定陶收费站,,,shandong
雅江,雅江收费站,0.0061,0.00431,chongqing
G65洪安,,,,chongqing
涉村,涉村收费站,,,henan
北环,,,,shaanxi
宜宾北,宜宾北收费站,,,sichuan
广南顾县,,,,sichuan
绵广小溪坝,,,,sichuan
成灌高速崇义,,,,sichuan
雅泸栗子坪,,,,sichuan
达陕万源,,,,sichuan
成绵复宝林,,,,sichuan
三江南,,,,guangxi
三里,,,,guangxi
贵港,贵港收费站,0.24885,0.331065,guangxi
溶江,,,,guangxi
南丹,南丹收费站,0.00356,0.001771,guangxi
石埠,石埠收费站,0.004038,0.002803,guangxi
潭市,潭市收费站,,,hunan
水府,,,,hunan
茶陵,茶陵收费站,,,hunan
霞阳,霞阳收费站,,,hunan
华容北,,,,hunan
小拐,小拐收费站,0.002573,0.001218,xinjiang
马临,,,,guizhou
蔡官,蔡官收费站,,,guizhou
晋祠,晋祠收费站,0.006638,0.000883,shanxi
应县西,应县西收费站,0.007218,0.001152,shanxi
忻州,忻州收费站,0.28151,0.17556,shanxi
五台山景区,五台山景区收费站,0.004689,0.00287,shanxi
平遥,平遥收费站,0.000866,0.000214,shanxi
运城东,运城东收费站,0.006197,0.000656,shanxi
临猗北,临猗北收费站,0.004428,0.000827,shanxi
梁家庄,梁家庄收费站,0.006566,0.000796,shanxi
壶关,壶关收费站,0.006822,0.000431,shanxi
长治南,长治南收费站,0.007122,0.000345,shanxi
勒流,,,,guangdong
清新,清新收费站,0.006298,0.006786,guangdong
叶盛,叶盛收费站,,,ningxia
吴忠,吴忠收费站,,,ningxia
华江,,,,guangxi
松滋,,,,hubei
商城,商城收费站,,,henan
邓州新野,邓州新野收费站,,,henan
轩辕丘,轩辕丘收费站,,,henan
禹州南,禹州南收费站,,,henan
淮滨南,淮滨南收费站,,,henan
城西,城西收费站,0.005263,0.00301,guangdong
大镇,大镇收费站,0.000105,0.000006,guangdong
古水,古水收费站,0.098701,0.097308,guangdong
隧华平沙,,,,guangdong
南沙B,,,,guangdong
金龙,金龙收费站,0.006367,0.006503,guangdong
小三江,小三江收费站,0.005247,0.002147,guangdong
安溪清水岩,,,,fujian
建瓯东峰,建瓯东峰收费站,,,fujian
淇县,淇县收费站,,,henan
富安,富安收费站,0.006426,0.005935,jiangsu
水江,水江收费站,0.00435,0.002806,chongqing
黄江,,,,guangdong
威远,,,,guangdong
沙田,沙田收费站,4.509255,0.496346,guangdong
霞湖,霞湖收费站,0.004649,0.002711,guangdong
禄步,,,,guangdong
桃园,,,,guangdong
梅花北,梅花北收费站,0.005445,0.00239,guangdong
温泉,,,,guangdong
长泰,长泰收费站,,,fujian
平潭,平潭收费站,,,fujian
莆田西,莆田西收费站,,,fujian
南安水头西,南安水头西收费站,,,fujian
连城,连城收费站,,,fujian
连江马鼻,,,,fujian
丹阳,丹阳收费站,,,fujian
永泰葛岭,,,,fujian
泉州,泉州收费站,,,fujian
屏南,屏南收费站,,,fujian
旧县,旧县收费站,9.88492,8.085124,henan
禹州,,,,henan
成温邛王泗,,,,sichuan
G65巴南,,,,chongqing
仙阳,仙阳收费站,,,fujian
漳浦,漳浦收费站,,,fujian
古田翠屏湖,,,,fujian
沈海闽粤,,,,fujian
漳州南,漳州南收费站,,,fujian
光泽,,,,fujian
洋中,洋中收费站,,,fujian
三沙,三沙收费站,,,fujian
湄洲岛,,,,fujian
武平十方,武平十方收费站,,,fujian
洛江北,,,,fujian
九曲,九曲收费站,,,fujian
宁东,宁东收费站,,,ningxia
盐鄂高速,盐鄂高速收费站,,,ningxia
钱东,钱东收费站,0.000209,0.000229,guangdong
巽寮湾,巽寮湾收费站,0.000007,0.000061,guangdong
曲阳东,曲阳东收费站,0.007097,0.001101,hebei
盂县东,盂县东收费站,0.003748,0.00105,shanxi
兴仁主线,,,,ningxia
江召板桥,,,,yunnan
长底,,,,yunnan
庆丰,,,,guangdong
成乐青神,,,,sichuan
融水,,,,guangxi
黄堡西匝开放,,,,shaanxi
隆纳纳溪,,,,sichuan
泸黄西昌,,,,sichuan
绵遂红江,,,,sichuan
绵遂绵阳仙海,,,,sichuan
纳黔护国,,,,sichuan
达陕黄金,,,,sichuan
内遂双才,,,,sichuan
平水,平水收费站,0.00429,0.00298,zhejiang
黄湖,黄湖收费站,0.004718,0.399455,zhejiang
南湖(嘉兴南),,,,zhejiang
常山,常山收费站,0.005,0,zhejiang
仙居城关,,,,zhejiang
昌化,昌化收费站,0.005342,0.002922,zhejiang
杭州西,杭州西收费站,0.004802,0.002385,zhejiang
浙苏主线,,,,zhejiang
义乌东,义乌东收费站,0.004563,0.002443,zhejiang
长兴南,长兴南收费站,0.004457,0.002453,zhejiang
观美,观美收费站,0.000105,0.000141,zhejiang
廿八都,廿八都收费站,0,0,zhejiang
许村南,,,,zhejiang
沿江,沿江收费站,0.004527,0.00308,zhejiang
姚庄,姚庄收费站,0.002302,0.008533,zhejiang
大同,,,,zhejiang
枫林付,,,,zhejiang
乍浦,乍浦收费站,0,0,zhejiang
岑港,岑港收费站,0.006856,0.005556,zhejiang
横溪,横溪收费站,0.00416,0.003157,zhejiang
东钱湖横溪,,,,zhejiang
常山东,,,,zhejiang
杨店,杨店收费站,,,hubei
鄂东,鄂东收费站,,,hubei
巴东北,,,,hubei
黄州,黄州收费站,,,hubei
通城西,通城西收费站,,,hubei
天河口,天河口收费站,,,hubei
宋河,宋河收费站,,,hubei
天门,天门收费站,,,hubei
荆州桥南,荆州桥南收费站,,,hubei
黄沙铺,黄沙铺收费站,,,hubei
北港,,,,hubei
官山,官山收费站,,,hubei
土城,土城收费站,,,hubei
远安,远安收费站,,,hubei
恩施北,恩施北收费站,,,hubei
汉口北,汉口北收费站,,,hubei
洛阳店,洛阳店收费站,,,hubei
随州,随州收费站,,,hubei
襄阳东,襄阳东收费站,,,hubei
土关垭,,,,hubei
郧西,郧西收费站,,,hubei
白塔,白塔收费站,0.002697,11.9085,liaoning
京哈,,,,tianjin
G1501天马,,,,shanghai
G50青浦城区,,,,shanghai
达万七里,,,,sichuan
黄港,,,,tianjin
芦台西,芦台西收费站,,,tianjin
乌山,乌山收费站,,,hunan
檀山咀,,,,hunan
白鹤铺,,,,hunan
腰陂,腰陂收费站,,,hunan
杨桥,杨桥收费站,,,hunan
麻阳,麻阳收费站,,,hunan
坪上,坪上收费站,,,hunan
花明楼,花明楼收费站,,,hunan
曲陆温泉,,,,yunnan
逢亭,,,,guizhou
341省道溧水石湫,,,,jiangsu
永丰,,,,hubei
三里畈,,,,hubei
秭归港,秭归港收费站,0.006181,0.00569,hubei
白浒山,,,,hubei
新桥,新桥收费站,4.11042,1.36447,hubei
江陵北,,,,hubei
松滋南,松滋南收费站,,,hubei
大足东,大足东收费站,0.000014,0.000047,chongqing
繁峙西,,,,shanxi
河曲,河曲收费站,0.000377,0.000117,shanxi
滨河西,,,,shanxi
西坪,西坪收费站,0.006618,0.005943,shanxi
怀仁,怀仁收费站,0.006333,0.001233,shanxi
侯马北,侯马北收费站,0.006324,0.000006,shanxi
龙杨路杨村,,,,jiangxi
龙杨路龙杨省界,,,,jiangxi
沟里主线,,,,qinghai
火烧寨,,,,shaanxi
赵家堡,赵家堡收费站,,,fujian
锦阳湖,,,,shaanxi
陕西平利,,,,shaanxi
池河,,,,shaanxi
茶镇,,,,shaanxi
成渝内江（新）,,,,sichuan
沙湖,沙湖收费站,6.011379,16.432196,ningxia
高阳东,高阳东收费站,0.005229,0.000624,hebei
大柳河,大柳河收费站,0.293677,0.005973,hebei
京冀界廊坊主线,,,,hebei
温塘,温塘收费站,0.39671,0.001271,hebei
唐海北,唐海北收费站,0.006426,0.005876,hebei
万庄互通,,,,hebei
清河,清河收费站,0.005766,0.000538,hebei
赵县,赵县收费站,0.005872,0.000658,hebei
西柏坡,西柏坡收费站,0.00629,0.000655,hebei
宣化北,宣化北收费站,0.006614,0.063189,hebei
小辛庄,,,,hebei
张家口东,张家口东收费站,0.005601,0.002078,hebei
水口,水口收费站,1.758561,0.651031,guangdong
大孟庄,大孟庄收费站,,,tianjin
小塘,,,,hunan
桂阳,桂阳收费站,,,hunan
嘉禾,嘉禾收费站,0.900534,2.315677,hunan
G60大港,,,,shanghai
武乡,武乡收费站,0.006937,0.005752,shanxi
黄河大桥,,,,neimenggu
平凉西,平凉西收费站,0.004182,0.000047,gansu
兴田,兴田收费站,,,fujian
永定北,,,,fujian
同安莲花,,,,fujian
长深闽浙,,,,fujian
涂坊,涂坊收费站,,,fujian
龙岩西,龙岩西收费站,,,fujian
柏洋,柏洋收费站,,,fujian
三明机场,,,,fujian
延平夏道,,,,fujian
盐田,盐田收费站,5.58058,4.254142,fujian
马尾,马尾收费站,,,fujian
永定下洋,,,,fujian
沈海复线闽粤,,,,fujian
寨河,寨河收费站,,,henan
明港机场,,,,henan
安阳,安阳收费站,,,henan
开封,开封收费站,,,henan
日照,日照收费站,,,shandong
黄山,,,,shandong
黄骅北主线,,,,hebei
西花园,西花园收费站,0.006511,0.005838,hebei
承德西,承德西收费站,0.005823,0.002927,hebei
南山窑,,,,hebei
冀晋界主线,冀晋界主线收费站,0.005327,0.001231,hebei
柳树,柳树收费站,0.000035,0.000056,heilongjiang
海伦,海伦收费站,0.006225,0.00224,heilongjiang
拉哈,拉哈收费站,0.007041,0.001385,heilongjiang
官港,,,,tianjin
白古屯,白古屯收费站,,,tianjin
芦台南,芦台南收费站,,,tianjin
新安所,新安所收费站,0.008394,0.005709,yunnan
瑞丽帕色,,,,yunnan
大山包,,,,yunnan
郑口,郑口收费站,0.17608,0.156257,hebei
英利,英利收费站,0.004418,0.002482,guangdong
塘口,塘口收费站,0.004954,0.002872,guangdong
王子山,,,,guangdong
忠信,忠信收费站,0.004895,0.002603,guangdong
潼湖,潼湖收费站,0.004859,0.002627,guangdong
富安,富安收费站,6.414766,9.981495,guangdong
酒泉,酒泉收费站,0.001095,0.001453,gansu
三角城,三角城收费站,0.00196,0.000097,gansu
装备园,装备园收费站,0.001634,0.000258,gansu
叶县,叶县收费站,,,henan
安阳开发区,安阳开发区收费站,,,henan
安阳西,安阳西收费站,,,henan
大名省界,,,,hebei
冀津界廊坊主线,,,,hebei
藁城东,藁城东收费站,0.38696,0.17399,hebei
百里峡,,,,hebei
雄县,雄县收费站,0.007672,0.00296,hebei
荒佃庄,荒佃庄收费站,0.005688,0.007184,hebei
涉东,,,,hebei
辛集,辛集收费站,0.09572,0.14089,hebei
冀晋界主线,冀晋界主线收费站,0.005327,0.001231,hebei
中心桥,,,,tianjin
轻纺南,,,,tianjin
楠市,楠市收费站,,,hunan
芷江,芷江收费站,,,hunan
邵阳县,邵阳县收费站,,,hunan
桃花源,桃花源收费站,,,hunan
渔洋关,,,,hubei
S32南六公路,,,,shanghai
S32林海公路,,,,shanghai
S2新四平,,,,shanghai
S36兴塔,,,,shanghai
东阳,东阳收费站,12.405266,3.108551,chongqing
金佛山西,金佛山西收费站,0.006396,0.006314,chongqing
何埂,何埂收费站,0.006601,0.006039,chongqing
袁驿,,,,chongqing
杨家峪,杨家峪收费站,0.006036,0.000535,shanxi
向阳,向阳收费站,0.006588,0.000789,shanxi
泥屯,泥屯收费站,0.006388,0.001219,shanxi
朔州东,朔州东收费站,0.006002,0.000889,shanxi
壶口景区,,,,shanxi
广胜寺景区,广胜寺景区收费站,0.006704,0.000001,shanxi
稷山,稷山收费站,0.005697,0.000263,shanxi
三交,三交收费站,0.005804,0.000526,shanxi
隘瑞路赣闽界隘岭,,,,jiangxi
抚吉路相山,,,,jiangxi
昌栗路西段上栗东,,,,jiangxi
昌九路永修,,,,jiangxi
温沙路南城,,,,jiangxi
饮马峡主线,,,,qinghai
犁市,犁市收费站,0.005394,0.00327,guangdong
杏坛,杏坛收费站,0.011028,0.000217,guangdong
权河B,,,,shaanxi
卢氏,卢氏收费站,,,henan
渠首,渠首收费站,,,henan
永城,永城收费站,9.653513,4.959837,henan
南三环,南三环收费站,,,henan
漯河西,漯河西收费站,,,henan
项城,项城收费站,,,henan
德州,德州收费站,,,shandong
郭店,郭店收费站,,,shandong
机场,机场收费站,2.809694,1.322706,shandong
莒县东,莒县东收费站,,,shandong
招远北,招远北收费站,,,shandong
新河,新河收费站,12.226375,8.539485,shandong
沂南东,沂南东收费站,,,shandong
临邑,临邑收费站,,,shandong
鄄城南,,,,shandong
夏津西,,,,shandong
利津北,,,,shandong
沈海胶州,,,,shandong
S19吕巷,,,,shanghai
G40长兴岛,,,,shanghai
一碗泉,一碗泉收费站,0.001492,0.001734,xinjiang
路罗,路罗收费站,0.006897,0.000255,hebei
关林,关林收费站,,,henan
信阳北,,,,henan
卫辉,卫辉收费站,,,henan
郑州沟赵,,,,henan
机场北出口,,,,henan
许昌北,许昌北收费站,,,henan
淑村,淑村收费站,0.005558,0.000275,hebei
南宫西,南宫西收费站,0.006174,0.000859,hebei
张北匝道,,,,hebei
泰州大桥北主线,,,,jiangsu
邹区,邹区收费站,0.006638,0.006313,jiangsu
上黄,上黄收费站,0.006459,0.005575,jiangsu
扬天公路仪征,,,,jiangsu
寺村,,,,guangxi
城阳南,城阳南收费站,,,shandong
凌海,凌海收费站,0.004601,0.002472,liaoning
朝阳南,朝阳南收费站,0.005463,0.002499,liaoning
七里河,七里河收费站,0.005103,0.002319,liaoning
普兰店西,普兰店西收费站,0.004803,0.001007,liaoning
佟二堡,佟二堡收费站,0.006085,0.00243,liaoning
府谷县黄河集团华莲黄河大桥,,,,shaanxi
略阳,,,,shaanxi
青铜峡南,青铜峡南收费站,,,ningxia
麻山,麻山收费站,0.000072,0.000021,heilongjiang
兴隆,兴隆收费站,18.254465,11.731947,heilongjiang
鸦鸿桥,鸦鸿桥收费站,0.005211,0.00914,hebei
乐宜五通桥,,,,sichuan
乐宜宗场,,,,sichuan
S26酉阳,,,,chongqing
璧山北,璧山北收费站,0.003784,0.002664,chongqing
潼南西,潼南西收费站,0.003708,0.002664,chongqing
复兴,,,,chongqing
梅江,,,,chongqing
昌奉路安义,,,,jiangxi
香日德东匝道,,,,qinghai
申中,申中收费站,,,qinghai
高路乌兰浩特,,,,neimenggu
博克图,博克图收费站,,,neimenggu
沙溪,沙溪收费站,7.48574,4.93729,guangdong
京台鲁冀,,,,shandong
济南北,济南北收费站,,,shandong
龙山,龙山收费站,5.811167,12.217767,shandong
沂南,沂南收费站,,,shandong
菏泽东,菏泽东收费站,,,shandong
钢城,钢城收费站,,,shandong
诸城西,诸城西收费站,,,shandong
灵山,灵山收费站,,,shandong
牟平东,牟平东收费站,,,shandong
养马岛,养马岛收费站,,,shandong
长深鲁苏,,,,shandong
德商鲁豫,,,,shandong
惠民,,,,shandong
三十里堡,三十里堡收费站,0.005301,0.001285,liaoning
久治匝道,,,,qinghai
冯庄,,,,shaanxi
围龙,,,,chongqing
江津南,,,,chongqing
白沙,白沙收费站,0.004802,0.007668,chongqing
G93江津,,,,chongqing
五间,五间收费站,0.006562,0.005899,chongqing
普乐,普乐收费站,0.15104,0.091,chongqing
思南西,思南西收费站,,,guizhou
贵定,贵定收费站,,,guizhou
摆所,摆所收费站,,,guizhou
新寨主线,,,,guizhou
双江,双江收费站,,,guizhou
生机主线,,,,guizhou
黄果树,黄果树收费站,,,guizhou
桥头镇,,,,neimenggu
齐家窝铺,齐家窝铺收费站,,,neimenggu
赤峰南,赤峰南收费站,,,neimenggu
南头,南头收费站,0.627539,0.158213,guangdong
程村,程村收费站,0.005203,0.003132,guangdong
台城,台城收费站,0.00514,0.002945,guangdong
吕村,,,,shaanxi
隆纳泸州西,,,,sichuan
城北成都,,,,sichuan
新都北,新都北收费站,,,sichuan
广巴正直,,,,sichuan
关子,关子收费站,0.004772,0.001212,gansu
洛门,洛门收费站,0.003918,0.001521,gansu
寺滩,寺滩收费站,0.001433,0.000778,gansu
成彭新繁,,,,sichuan
成德南槐树,,,,sichuan
成德南中江,,,,sichuan
射阳,射阳收费站,0.006482,0.006149,jiangsu
乐雅互联,,,,sichuan
马场垣匝道,,,,qinghai
二绕东简阳三岔湖,,,,sichuan
老莱,老莱收费站,0.006938,0.002544,heilongjiang
化州西,,,,guangdong
忠信东,,,,guangdong
商丘机场,,,,henan
南阳东,,,,henan
乌拉山,乌拉山收费站,,,neimenggu
兰家梁,,,,neimenggu
苏州城区,苏州城区收费站,0.006356,0.005693,jiangsu
渭塘,渭塘收费站,0.006817,0.006064,jiangsu
硫市,硫市收费站,,,hunan
王家,王家收费站,0.006444,0.006047,chongqing
綦江南,,,,chongqing
蒙吉界,,,,neimenggu
海拉尔东,海拉尔东收费站,,,neimenggu
新塘北,,,,guangdong
桃山,桃山收费站,,,ningxia
石家庄,石家庄收费站,0.03718,0.131822,hebei
石家庄北,石家庄北收费站,0.001112,0.007528,hebei
海港主线,,,,hebei
蓝旗卡伦,蓝旗卡伦收费站,0.006658,0.002107,hebei
饶阳,饶阳收费站,0.005676,0.000649,hebei
唐山主线,,,,hebei
满城北,,,,hebei
任县,任县收费站,0.005639,0.000508,hebei
涞水北,涞水北收费站,0.005975,0.001241,hebei
涞水主线,,,,hebei
架桥,架桥收费站,,,hunan
甘棠,甘棠收费站,,,hunan
金坛,金坛收费站,0.03659,0.042081,jiangsu
日照机场,,,,shandong
华快土华,,,,guangdong
太平立交,,,,guangdong
柳城,柳城收费站,6.021003,0.532588,guangdong
阳江港,阳江港收费站,0.004942,0.002939,guangdong
临连苏鲁省界,,,,jiangsu
秦南,秦南收费站,0.004884,0.001442,jiangsu
白茆,白茆收费站,0.006649,0.005892,jiangsu
洋河,洋河收费站,5.064638,6.284518,jiangsu
呼和浩特南,呼和浩特南收费站,,,neimenggu
新店子,,,,neimenggu
集宁南,,,,neimenggu
岱海,岱海收费站,9.079693,14.681734,neimenggu
睢宁西,睢宁西收费站,0.075059,0.020007,jiangsu
姜堰,姜堰收费站,0.006709,0.005883,jiangsu
如港公路磨头,,,,jiangsu
坡头,,,,guangdong
铜贵,,,,guangdong
芹池,芹池收费站,0.006141,0.000675,shanxi
沁水东,沁水东收费站,0.005547,0.000028,shanxi
武宿,,,,shanxi
晋中东,晋中东收费站,0.00013,0.000029,shanxi
朔州南,,,,shanxi
田心,田心收费站,2.456516,0.258619,guangdong
良村,良村收费站,0.005482,0.003223,guangdong
信宜北,,,,guangdong
新丰,,,,guangdong
街子匝道,,,,qinghai
慈利西,慈利西收费站,,,hunan
汝州东,,,,henan
叶县东,,,,henan
白泉,白泉收费站,,,hunan
株洲西,株洲西收费站,,,hunan
酒埠江,酒埠江收费站,,,hunan
新邵,,,,hunan
矮寨,矮寨收费站,,,hunan
怀化西,怀化西收费站,,,hunan
炎陵西,炎陵西收费站,,,hunan
沙田,沙田收费站,3.772215,3.485796,hunan
华容东,华容东收费站,,,hunan
邛崃西,邛崃西收费站,,,sichuan
溧宁线闽浙,,,,fujian
诏安南,,,,fujian
建瓯小桥,,,,fujian
建瓯迪口,,,,fujian
古田凤都,,,,fujian
华安,华安收费站,,,fujian
唐河东,唐河东收费站,,,henan
淮镇,淮镇收费站,0.15716,0.09072,hebei
宁晋,宁晋收费站,0.005633,0.000763,hebei
霍寨,霍寨收费站,0.006568,0.00004,hebei
海兴主线,海兴主线收费站,0.006698,0.006316,hebei
沧州开发区,沧州开发区收费站,0.45877,0.16735,hebei
沙城西,沙城西收费站,0.006581,0.001389,hebei
沧州西,沧州西收费站,0.32925,0.10752,hebei
石排,,,,guangdong
连平东,,,,guangdong
楼村,楼村收费站,0.000047,0.000033,guangdong
山前北,,,,guangdong
连山,连山收费站,0.006209,0.001997,guangdong
嵩县,嵩县收费站,,,henan
重渡沟,重渡沟收费站,,,henan
夏邑,夏邑收费站,,,henan
郑州圃田,郑州圃田收费站,,,henan
洛阳东,洛阳东收费站,,,henan
滦河,滦河收费站,0.00709,0.001732,hebei
冀辽主线,冀辽主线收费站,0.006181,0.001811,hebei
唐港,唐港收费站,0.006209,0.005449,hebei
金佛山,金佛山收费站,0.004271,0.00287,chongqing
龙桥,,,,chongqing
新乡,,,,chongqing
重安,,,,guizhou
贵阳南,贵阳南收费站,,,guizhou
巴雍,,,,guizhou
二铺主线,,,,guizhou
银水,银水收费站,,,guizhou
金华主线,,,,guizhou
煎茶,煎茶收费站,,,guizhou
西陵,西陵收费站,0.006148,0.00137,hebei
鸡泽,鸡泽收费站,0.005491,0.000251,hebei
雄东,,,,hebei
蒙西,蒙西收费站,,,neimenggu
定兴,定兴收费站,0.000288,0.000032,hebei
定州,定州收费站,0.029054,0.041027,hebei
新乐东,新乐东收费站,0.000015,0.000245,hebei
街口,,,,guangdong
丰阳,丰阳收费站,0.001148,0.000239,guangdong
成渝龙泉湖,,,,sichuan
万州,万州收费站,0.004737,0.002433,chongqing
歇马,歇马收费站,,,chongqing
王莽岭景区,,,,shanxi
平鲁东,平鲁东收费站,0.001295,0.002189,shanxi
兴赣路兴国县城,,,,jiangxi
大格勒匝道,,,,qinghai
多巴主线,,,,qinghai
茶卡西匝道,,,,qinghai
横岗,横岗收费站,4.439954,8.648202,guangdong
机场北,,,,guangdong
巨鹿,巨鹿收费站,0.005989,0.001456,hebei
胡家坝,,,,shaanxi
天西,天西收费站,0.004022,0.002822,guangxi
长阳,长阳收费站,,,beijing
肖金,肖金收费站,0.003877,0.000501,gansu
泊江海,泊江海收费站,,,neimenggu
卓资山,卓资山收费站,,,neimenggu
新街,,,,neimenggu
青山,,,,neimenggu
九原,九原收费站,,,neimenggu
大东东胜南,,,,neimenggu
桐城,桐城收费站,0.008563,0.003609,anhui
亳州东,亳州东收费站,0.005345,0.001558,anhui
利辛西,,,,anhui
含山,含山收费站,1.000374,0.000044,anhui
淮永主线,,,,anhui
大庙,,,,anhui
绩溪,绩溪收费站,0.005213,0.003261,anhui
宁国北,宁国北收费站,0.005127,0.00202,anhui
久隆,久隆收费站,0.003847,10.002802,guangxi
汪甸,汪甸收费站,0.004095,0.002499,guangxi
拉林河,,,,heilongjiang
宝坻温泉城东,宝坻温泉城东收费站,,,tianjin
328国道姜堰,,,,jiangsu
建湖东,建湖东收费站,0.008123,0.002554,jiangsu
金牛湖,,,,jiangsu
马甸,马甸收费站,0.005733,0.001064,jiangsu
天长南,,,,jiangsu
天生桥,天生桥收费站,14.551434,5.526384,jiangsu
郑集,郑集收费站,0.000084,0.000156,jiangsu
平潮,平潮收费站,0.006936,0.006216,jiangsu
324省道宿沭公路,,,,jiangsu
达渝达州南,,,,sichuan
自贡,自贡收费站,,,sichuan
冀鲁界吴桥主线,,,,hebei
衡水西,,,,hebei
正定北,正定北收费站,0.008413,0.001733,hebei
永清南,永清南收费站,0.006103,0.005826,hebei
金山岭主线,,,,hebei
段甲岭,,,,hebei
保靖东,保靖东收费站,,,hunan
冠市,冠市收费站,,,hunan
雁峰,雁峰收费站,,,hunan
攸县,攸县收费站,,,hunan
吉信,吉信收费站,,,hunan
隆家堡,隆家堡收费站,,,hunan
醴陵北,醴陵北收费站,,,hunan
流峰,流峰收费站,,,hunan
蝙蝠洞,,,,yunnan
平坡,,,,yunnan
唐官屯,唐官屯收费站,,,tianjin
津保天津,,,,tianjin
黑鹰山,,,,neimenggu
羊市匝,,,,neimenggu
绵遂金华,,,,sichuan
绵遂遂宁东,,,,sichuan
八甲,,,,guangdong
纳黔叙永,,,,sichuan
石沟驿,石沟驿收费站,,,ningxia
隆德主线,,,,ningxia
万宜路袁州,,,,jiangxi
昌栗路东段高安东,,,,jiangxi
韶关北,韶关北收费站,0.186169,0.297408,guangdong
洪梅,,,,guangdong
八斗,,,,guangdong
碧江,,,,guangdong
泰井路禾市,,,,jiangxi
昌金路宜春,,,,jiangxi
机场北,,,,guangdong
莞樟路,,,,guangdong
金丝峡,,,,shaanxi
铜川,,,,shaanxi
咸阳北,,,,shaanxi
五里,,,,shaanxi
王屋,,,,henan
空工,,,,shaanxi
长武,,,,shaanxi
米脂,,,,shaanxi
史家湾,,,,shaanxi
惠农主线,,,,ningxia
白诸,白诸收费站,0.004288,0.001613,guangdong
宅梧,宅梧收费站,0.004128,0.025364,guangdong
宝应,宝应收费站,0.005408,0.001742,jiangsu
