"id","statName","lng","lat","prov"
"2110000687","西彭收费站","106.297890","29.323920","chongqing"
"2110000689","梁平收费站","107.778790","30.653190","chongqing"
"2110000692","保家收费站","108.305570","29.417300","chongqing"
"2110000694","民国场收费站","108.448940","31.000720","chongqing"
"2110000696","复盛收费站","106.801960","29.642330","chongqing"
"2110000700","箭沱湾收费站","106.860680","29.654430","chongqing"
"2110000702","西眉收费站","105.642260","30.342430","chongqing"
"2110000704","江北收费站","106.770930","29.629920","chongqing"
"2110000706","盐井收费站","106.361740","29.946500","chongqing"
"2110000708","云台收费站","107.235050","30.128500","chongqing"
"2110000710","合川收费站","106.256360","29.977800","chongqing"
"2110000716","璧山北收费站","106.269140","29.683110","chongqing"
"2110000718","歇马收费站","106.347150","29.745760","chongqing"
"2110000721","云龙收费站","107.652350","30.529380","chongqing"
"2110000723","永川收费站","105.938470","29.373370","chongqing"
"2110000726","合兴收费站","107.186370","30.003490","chongqing"
"2110000730","钱塘收费站","106.305390","30.175460","chongqing"
"2110000732","兴山收费站","106.305120","30.197050","chongqing"
"2110000734","赵家收费站","108.422460","31.084380","chongqing"
"2110000736","开县收费站","108.397310","31.152770","chongqing"
"2110000738","平山收费站","106.874750","28.968400","chongqing"
"2110000740","澄溪收费站","107.290970","30.216720","chongqing"
"2110000744","书房坝收费站","105.690440","30.285150","chongqing"
"2110000748","合阳收费站","106.259690","30.031160","chongqing"
"2110000750","天城收费站","108.370300","30.873580","chongqing"
"2110000752","长寿湖收费站","107.213870","29.927280","chongqing"
"2110000754","垫江收费站","107.383890","30.310080","chongqing"
"2110000757","高安收费站","107.473590","30.272810","chongqing"
"2110000759","云门收费站","106.308430","30.104690","chongqing"
"2110000761","丁家收费站","106.155460","29.415380","chongqing"
"2110000763","高粱收费站","108.334310","30.829010","chongqing"
"2110000765","石柱收费站","108.173850","30.026480","chongqing"
"2110000767","大歇收费站","108.144670","30.077470","chongqing"
"2110000769","珞璜收费站","106.478380","29.272590","chongqing"
"2110000774","东阳收费站","106.445970","29.853340","chongqing"
